scenario,ID,SYEAR,EYEAR,LON,LAT,DIR
Case07,US-Bo1,1997,2006,-88.29029846191406,40.006099700927734,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Bo1_1997_2006.nc
Case07,FI-Lom,2007,2009,24.2091007232666,67.99720001220703,./dataset/Simulation/SiteTest20260106/Case07/sim_FI-Lom_2007_2009.nc
Case07,DE-Tha,1998,2014,13.566900253295898,50.963600158691406,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Tha_1998_2014.nc
Case07,BE-Bra,2004,2014,4.520500183105469,51.30910110473633,./dataset/Simulation/SiteTest20260106/Case07/sim_BE-Bra_2004_2014.nc
Case07,DE-Geb,2001,2014,10.914199829101562,51.100101470947266,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Geb_2001_2014.nc
Case07,IT-Lav,2005,2014,11.281299591064453,45.95610046386719,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-Lav_2005_2014.nc
Case07,CN-Du2,2007,2008,116.28350067138672,42.046600341796875,./dataset/Simulation/SiteTest20260106/Case07/sim_CN-Du2_2007_2008.nc
Case07,US-Wkg,2005,2014,-109.94190216064453,31.736400604248047,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Wkg_2005_2014.nc
Case07,DE-Kli,2005,2014,13.522299766540527,50.893001556396484,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Kli_2005_2014.nc
Case07,SD-Dem,2005,2009,30.478300094604492,13.28279972076416,./dataset/Simulation/SiteTest20260106/Case07/sim_SD-Dem_2005_2009.nc
Case07,CZ-wet,2007,2014,14.770299911499023,49.024600982666016,./dataset/Simulation/SiteTest20260106/Case07/sim_CZ-wet_2007_2014.nc
Case07,FR-LBr,2003,2008,-0.7692000269889832,44.717098236083984,./dataset/Simulation/SiteTest20260106/Case07/sim_FR-LBr_2003_2008.nc
Case07,DE-SfN,2013,2014,11.327500343322754,47.80630111694336,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-SfN_2013_2014.nc
Case07,CN-HaM,2002,2003,101.18000030517578,37.36989974975586,./dataset/Simulation/SiteTest20260106/Case07/sim_CN-HaM_2002_2003.nc
Case07,DE-Gri,2004,2014,13.512499809265137,50.94940185546875,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Gri_2004_2014.nc
Case07,NL-Ca1,2003,2006,4.927000045776367,51.97100067138672,./dataset/Simulation/SiteTest20260106/Case07/sim_NL-Ca1_2003_2006.nc
Case07,US-MMS,1999,2014,-86.41310119628906,39.32320022583008,./dataset/Simulation/SiteTest20260106/Case07/sim_US-MMS_1999_2014.nc
Case07,AU-How,2003,2017,131.14990234375,-12.495200157165527,./dataset/Simulation/SiteTest20260106/Case07/sim_AU-How_2003_2017.nc
Case07,BE-Lon,2005,2014,4.746099948883057,50.55149841308594,./dataset/Simulation/SiteTest20260106/Case07/sim_BE-Lon_2005_2014.nc
Case07,US-Me2,2002,2014,-121.55740356445312,44.452301025390625,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Me2_2002_2014.nc
Case07,US-FPe,2000,2006,-105.10179901123047,48.307701110839844,./dataset/Simulation/SiteTest20260106/Case07/sim_US-FPe_2000_2006.nc
Case07,CH-Fru,2007,2014,8.537699699401855,47.11579895019531,./dataset/Simulation/SiteTest20260106/Case07/sim_CH-Fru_2007_2014.nc
Case07,DE-Seh,2008,2010,6.4496002197265625,50.870601654052734,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Seh_2008_2010.nc
Case07,IT-Isp,2013,2014,8.633500099182129,45.812599182128906,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-Isp_2013_2014.nc
Case07,IT-Ren,2010,2013,11.433600425720215,46.58679962158203,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-Ren_2010_2013.nc
Case07,US-AR1,2010,2012,-99.4198989868164,36.426700592041016,./dataset/Simulation/SiteTest20260106/Case07/sim_US-AR1_2010_2012.nc
Case07,US-Bkg,2005,2006,-96.83609771728516,44.34519958496094,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Bkg_2005_2006.nc
Case07,US-Ton,2001,2014,-120.96600341796875,38.43149948120117,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Ton_2001_2014.nc
Case07,US-Me6,2011,2014,-121.60780334472656,44.32320022583008,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Me6_2011_2014.nc
Case07,US-Los,2000,2008,-89.97920227050781,46.08259963989258,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Los_2000_2008.nc
Case07,AU-Cpr,2011,2017,140.58909606933594,-34.00199890136719,./dataset/Simulation/SiteTest20260106/Case07/sim_AU-Cpr_2011_2017.nc
Case07,IE-Dri,2003,2005,-8.751799583435059,51.98659896850586,./dataset/Simulation/SiteTest20260106/Case07/sim_IE-Dri_2003_2005.nc
Case07,US-ARM,2003,2012,-97.48880004882812,36.60580062866211,./dataset/Simulation/SiteTest20260106/Case07/sim_US-ARM_2003_2012.nc
Case07,US-Ne3,2002,2012,-96.4395980834961,41.17959976196289,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Ne3_2002_2012.nc
Case07,US-Goo,2004,2006,-89.87339782714844,34.254600524902344,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Goo_2004_2006.nc
Case07,IT-SRo,2003,2012,10.28439998626709,43.72779846191406,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-SRo_2003_2012.nc
Case07,US-Ho1,1996,2004,-68.74009704589844,45.2041015625,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Ho1_1996_2004.nc
Case07,IT-MBo,2003,2012,11.04580020904541,46.01459884643555,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-MBo_2003_2012.nc
Case07,US-MOz,2005,2006,-92.19999694824219,38.74409866333008,./dataset/Simulation/SiteTest20260106/Case07/sim_US-MOz_2005_2006.nc
Case07,FI-Sod,2008,2014,26.637800216674805,67.36180114746094,./dataset/Simulation/SiteTest20260106/Case07/sim_FI-Sod_2008_2014.nc
Case07,US-SP3,1999,2004,-82.16320037841797,29.75469970703125,./dataset/Simulation/SiteTest20260106/Case07/sim_US-SP3_1999_2004.nc
Case07,US-SRG,2009,2014,-110.82759857177734,31.789400100708008,./dataset/Simulation/SiteTest20260106/Case07/sim_US-SRG_2009_2014.nc
Case07,DE-Bay,1997,1999,11.866900444030762,50.14189910888672,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Bay_1997_1999.nc
Case07,US-Aud,2003,2005,-110.50920104980469,31.590700149536133,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Aud_2003_2005.nc
Case07,IT-Cpz,2001,2008,12.376099586486816,41.7052001953125,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-Cpz_2001_2008.nc
Case07,DK-Lva,2005,2006,12.083200454711914,55.68330001831055,./dataset/Simulation/SiteTest20260106/Case07/sim_DK-Lva_2005_2006.nc
Case07,HU-Bug,2003,2006,19.601200103759766,46.69110107421875,./dataset/Simulation/SiteTest20260106/Case07/sim_HU-Bug_2003_2006.nc
Case07,RU-Fyo,2003,2014,32.922000885009766,56.46149826049805,./dataset/Simulation/SiteTest20260106/Case07/sim_RU-Fyo_2003_2014.nc
Case07,FR-Hes,1997,2006,7.065499782562256,48.67409896850586,./dataset/Simulation/SiteTest20260106/Case07/sim_FR-Hes_1997_2006.nc
Case07,IT-Noe,2004,2014,8.151599884033203,40.60609817504883,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-Noe_2004_2014.nc
Case07,PT-Mi2,2005,2006,-8.024499893188477,38.47650146484375,./dataset/Simulation/SiteTest20260106/Case07/sim_PT-Mi2_2005_2006.nc
Case07,CA-SF3,2003,2005,-106.00530242919922,54.09149932861328,./dataset/Simulation/SiteTest20260106/Case07/sim_CA-SF3_2003_2005.nc
Case07,US-Syv,2002,2008,-89.34770202636719,46.242000579833984,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Syv_2002_2008.nc
Case07,CA-Qfo,2004,2010,-74.34210205078125,49.692501068115234,./dataset/Simulation/SiteTest20260106/Case07/sim_CA-Qfo_2004_2010.nc
Case07,CH-Cha,2006,2014,8.410400390625,47.210201263427734,./dataset/Simulation/SiteTest20260106/Case07/sim_CH-Cha_2006_2014.nc
Case07,DE-Meh,2004,2006,10.655400276184082,51.275299072265625,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Meh_2004_2006.nc
Case07,DK-Sor,1997,2014,11.644599914550781,55.485801696777344,./dataset/Simulation/SiteTest20260106/Case07/sim_DK-Sor_1997_2014.nc
Case07,US-WCr,1999,2006,-90.07990264892578,45.80590057373047,./dataset/Simulation/SiteTest20260106/Case07/sim_US-WCr_1999_2006.nc
Case07,NL-Loo,1997,2013,5.743500232696533,52.166500091552734,./dataset/Simulation/SiteTest20260106/Case07/sim_NL-Loo_1997_2013.nc
Case07,IT-PT1,2003,2004,9.060999870300293,45.200801849365234,./dataset/Simulation/SiteTest20260106/Case07/sim_IT-PT1_2003_2004.nc
Case07,US-AR2,2010,2011,-99.59750366210938,36.63570022583008,./dataset/Simulation/SiteTest20260106/Case07/sim_US-AR2_2010_2011.nc
Case07,US-Me4,1996,2000,-121.62229919433594,44.49909973144531,./dataset/Simulation/SiteTest20260106/Case07/sim_US-Me4_1996_2000.nc
Case07,AU-DaS,2010,2017,131.38800048828125,-14.159199714660645,./dataset/Simulation/SiteTest20260106/Case07/sim_AU-DaS_2010_2017.nc
Case07,DE-Wet,2002,2006,11.457500457763672,50.453399658203125,./dataset/Simulation/SiteTest20260106/Case07/sim_DE-Wet_2002_2006.nc
Case07,PL-wet,2004,2005,16.30940055847168,52.76210021972656,./dataset/Simulation/SiteTest20260106/Case07/sim_PL-wet_2004_2005.nc
Case07,CA-SF1,2004,2006,-105.81749725341797,54.48500061035156,./dataset/Simulation/SiteTest20260106/Case07/sim_CA-SF1_2004_2006.nc
Case07,US-GLE,2009,2014,-106.23979949951172,41.36650085449219,./dataset/Simulation/SiteTest20260106/Case07/sim_US-GLE_2009_2014.nc
Case07,CN-Cng,2008,2009,123.50920104980469,44.593299865722656,./dataset/Simulation/SiteTest20260106/Case07/sim_CN-Cng_2008_2009.nc
