ID,SYEAR,EYEAR,LON,LAT,DIR
BE-Lcr,2003,2019,3.85043,51.11218,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/BE-Lcr_2003_2019.nc
BE-Lon,2003,2019,4.74623,50.55162,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/BE-Lon_2003_2019.nc
BE-Vie,2003,2019,5.99812,50.30493,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/BE-Vie_2003_2019.nc
BR-CST,2003,2019,-38.3842,-7.9682,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/BR-CST_2003_2019.nc
BR-Npw,2003,2019,-56.412,-16.498,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/BR-Npw_2003_2019.nc
BW-Gum,2003,2019,22.3711,-18.9647,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/BW-Gum_2003_2019.nc
BW-Nxr,2003,2019,23.17916667,-19.54805556,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/BW-Nxr_2003_2019.nc
CA-ARB,2003,2019,-83.9452,52.695,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-ARB_2003_2019.nc
CA-ARF,2003,2019,-83.955,52.7008,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-ARF_2003_2019.nc
CA-CF1,2003,2019,-93.83,58.6658,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-CF1_2003_2019.nc
CA-CF2,2003,2019,-93.83,58.6658,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-CF2_2003_2019.nc
CA-Ca1,2003,2019,-125.3336,49.8673,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Ca1_2003_2019.nc
CA-Ca2,2003,2019,-125.2909,49.8705,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Ca2_2003_2019.nc
CA-Cbo,2003,2019,-79.9333,44.3167,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Cbo_2003_2019.nc
CA-Cha,2003,2019,-67.3569,45.8847,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Cha_2003_2019.nc
CA-DBB,2003,2019,-122.9849,49.1293,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-DBB_2003_2019.nc
CA-ER1,2003,2019,-80.4123,43.6405,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-ER1_2003_2019.nc
CA-Gro,2003,2019,-82.1556,48.2167,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Gro_2003_2019.nc
CA-HPC,2003,2019,-133.5188,68.3203,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-HPC_2003_2019.nc
CA-LP1,2003,2019,-122.8414,55.1119,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-LP1_2003_2019.nc
CA-Let,2003,2019,-112.9402,49.7093,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Let_2003_2019.nc
CA-MA1,2003,2019,-97.8762,50.1645,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-MA1_2003_2019.nc
CA-MA2,2003,2019,-97.8762,50.171,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-MA2_2003_2019.nc
CA-MA3,2003,2019,-97.8686,50.1774,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-MA3_2003_2019.nc
CA-Man,2003,2019,-98.48081,55.87962,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Man_2003_2019.nc
CA-NS1,2003,2019,-98.48389,55.87917,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS1_2003_2019.nc
CA-NS2,2003,2019,-98.52472,55.90583,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS2_2003_2019.nc
CA-NS3,2003,2019,-98.38222,55.91167,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS3_2003_2019.nc
CA-NS4,2003,2019,-98.380645,55.91437,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS4_2003_2019.nc
CA-NS5,2003,2019,-98.485,55.86306,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS5_2003_2019.nc
CA-NS6,2003,2019,-98.96444,55.91667,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS6_2003_2019.nc
CA-NS7,2003,2019,-99.94833,56.63583,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS7_2003_2019.nc
CA-NS8,2003,2019,-98.2161,55.8981,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-NS8_2003_2019.nc
CA-Na1,2003,2019,-67.1,46.4722,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Na1_2003_2019.nc
CA-Oas,2003,2019,-106.19779,53.62889,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Oas_2003_2019.nc
CA-Obs,2003,2019,-105.11779,53.98717,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Obs_2003_2019.nc
CA-Ojp,2003,2019,-104.692,53.9163,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Ojp_2003_2019.nc
CA-Qcu,2003,2019,-74.0365,49.2671,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-Qcu_2003_2019.nc
CA-SCB,2003,2019,-121.2984,61.3089,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-SCB_2003_2019.nc
CA-SCC,2003,2019,-121.2992,61.3079,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-SCC_2003_2019.nc
CA-SF1,2003,2019,-105.81757,54.48503,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-SF1_2003_2019.nc
CA-SF2,2003,2019,-105.8775,54.25392,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-SF2_2003_2019.nc
CA-SJ2,2003,2019,-104.649,53.945,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-SJ2_2003_2019.nc
CA-SJ3,2003,2019,-104.6453,53.8758,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-SJ3_2003_2019.nc
CA-SMC,2003,2019,-123.2522,63.1534,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-SMC_2003_2019.nc
CA-TP2,2003,2019,-80.458775,42.77441944,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-TP2_2003_2019.nc
CA-TVC,2003,2019,-133.5017,68.7462,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-TVC_2003_2019.nc
CA-WP1,2003,2019,-112.467,54.9538,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-WP1_2003_2019.nc
CA-WP2,2003,2019,-112.3343,55.5375,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-WP2_2003_2019.nc
CA-WP3,2003,2019,-113.32,54.47,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CA-WP3_2003_2019.nc
CH-Aws,2003,2019,9.790417,46.583194,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CH-Aws_2003_2019.nc
CH-Cha,2003,2019,8.41044,47.21022,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CH-Cha_2003_2019.nc
CH-Dav,2003,2019,9.85591,46.81533,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CH-Dav_2003_2019.nc
CH-Fru,2003,2019,8.53778,47.11583,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CH-Fru_2003_2019.nc
CH-Lae,2003,2019,8.36439,47.47833,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CH-Lae_2003_2019.nc
CH-Oe1,2003,2019,7.73194,47.28583,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CH-Oe1_2003_2019.nc
CH-Oe2,2003,2019,7.73375,47.28642,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CH-Oe2_2003_2019.nc
CN-Cha,2003,2019,128.0958,42.4025,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Cha_2003_2019.nc
CN-Cng,2003,2019,123.5092,44.5934,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Cng_2003_2019.nc
CN-Dan,2003,2019,91.0664,30.4978,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Dan_2003_2019.nc
CN-Din,2003,2019,112.5361,23.1733,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Din_2003_2019.nc
CN-Du2,2003,2019,116.2836,42.0467,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Du2_2003_2019.nc
CN-Ha2,2003,2019,101.3269,37.6086,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Ha2_2003_2019.nc
CN-HaM,2003,2019,101.18,37.37,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-HaM_2003_2019.nc
CN-Hgu,2003,2019,102.59,32.845278,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Hgu_2003_2019.nc
CN-Qia,2003,2019,115.0581,26.7414,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Qia_2003_2019.nc
CN-Sw2,2003,2019,111.8971,41.7902,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CN-Sw2_2003_2019.nc
CZ-BK1,2003,2019,18.53688,49.50208,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CZ-BK1_2003_2019.nc
CZ-BK2,2003,2019,18.54285,49.49443,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CZ-BK2_2003_2019.nc
CZ-wet,2003,2019,14.77035,49.02465,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/CZ-wet_2003_2019.nc
DE-Akm,2003,2019,13.68342,53.86617,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Akm_2003_2019.nc
DE-Geb,2003,2019,10.91463,51.09973,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Geb_2003_2019.nc
DE-Gri,2003,2019,13.51256,50.949755,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Gri_2003_2019.nc
DE-Hai,2003,2019,10.45217,51.07921,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Hai_2003_2019.nc
DE-HoH,2003,2019,11.22235,52.08656,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-HoH_2003_2019.nc
DE-Hte,2003,2019,12.176111,54.210278,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Hte_2003_2019.nc
DE-Kli,2003,2019,13.52238,50.89306,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Kli_2003_2019.nc
DE-Lkb,2003,2019,13.30467,49.09962,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Lkb_2003_2019.nc
DE-Lnf,2003,2019,10.3678,51.32822,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Lnf_2003_2019.nc
DE-Obe,2003,2019,13.72129,50.78666,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Obe_2003_2019.nc
DE-RuR,2003,2019,6.30413,50.62191,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-RuR_2003_2019.nc
DE-RuS,2003,2019,6.447215,50.8658525,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-RuS_2003_2019.nc
DE-Seh,2003,2019,6.44965,50.87062,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Seh_2003_2019.nc
DE-SfN,2003,2019,11.3275,47.80639,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-SfN_2003_2019.nc
DE-Spw,2003,2019,14.03369,51.89225,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Spw_2003_2019.nc
DE-Tha,2003,2019,13.56515,50.96256,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Tha_2003_2019.nc
DE-Zrk,2003,2019,12.88901,53.87594,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DE-Zrk_2003_2019.nc
DK-Eng,2003,2019,12.19175,55.69053,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DK-Eng_2003_2019.nc
DK-Sor,2003,2019,11.64464,55.48587,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/DK-Sor_2003_2019.nc
ES-Abr,2003,2019,-6.785881,38.701839,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/ES-Abr_2003_2019.nc
ES-LJu,2003,2019,-2.75212,36.92659,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/ES-LJu_2003_2019.nc
ES-LM1,2003,2019,-5.778683,39.94269,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/ES-LM1_2003_2019.nc
ES-LM2,2003,2019,-5.775881,39.934592,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/ES-LM2_2003_2019.nc
ES-LgS,2003,2019,-2.96583,37.09794,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/ES-LgS_2003_2019.nc
FI-Hyy,2003,2019,24.29477,61.84741,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Hyy_2003_2019.nc
FI-Jok,2003,2019,23.51345,60.8986,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Jok_2003_2019.nc
FI-Let,2003,2019,23.95952,60.64183,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Let_2003_2019.nc
FI-Lom,2003,2019,24.20918,67.99724,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Lom_2003_2019.nc
FI-Si2,2003,2019,24.1967,61.8372,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Si2_2003_2019.nc
FI-Sii,2003,2019,24.19285,61.83265,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Sii_2003_2019.nc
FI-Sod,2003,2019,26.63859,67.36239,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Sod_2003_2019.nc
FI-Var,2003,2019,29.61,67.7549,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FI-Var_2003_2019.nc
FR-Aur,2003,2019,1.106103,43.549649,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-Aur_2003_2019.nc
FR-Bil,2003,2019,-0.956082,44.493672,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-Bil_2003_2019.nc
FR-EM2,2003,2019,3.02065,49.8721083,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-EM2_2003_2019.nc
FR-Fon,2003,2019,2.7801,48.47636,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-Fon_2003_2019.nc
FR-Gri,2003,2019,1.95191,48.84422,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-Gri_2003_2019.nc
FR-Hes,2003,2019,7.06465,48.6741,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-Hes_2003_2019.nc
FR-LBr,2003,2019,-0.7693,44.71711,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-LBr_2003_2019.nc
FR-LGt,2003,2019,2.284102,47.322917,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-LGt_2003_2019.nc
FR-Mej,2003,2019,-1.79635,48.1184,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-Mej_2003_2019.nc
FR-Pue,2003,2019,3.5957,43.7413,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/FR-Pue_2003_2019.nc
GL-NuF,2003,2019,-51.38611,64.13083,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/GL-NuF_2003_2019.nc
ID-Pag,2003,2019,113.9,-2.32,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/ID-Pag_2003_2019.nc
IT-CA1,2003,2019,12.02656,42.38041,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-CA1_2003_2019.nc
IT-CA2,2003,2019,12.02604,42.37722,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-CA2_2003_2019.nc
IT-CA3,2003,2019,12.0222,42.38,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-CA3_2003_2019.nc
IT-Cas,2003,2019,8.717522222,45.07004722,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Cas_2003_2019.nc
IT-Col,2003,2019,13.58814,41.84936,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Col_2003_2019.nc
IT-Isp,2003,2019,8.63358,45.81264,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Isp_2003_2019.nc
IT-Lav,2003,2019,11.28132,45.9562,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Lav_2003_2019.nc
IT-Lsn,2003,2019,12.750297,45.740481,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Lsn_2003_2019.nc
IT-PT1,2003,2019,9.06104,45.20087,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-PT1_2003_2019.nc
IT-Ren,2003,2019,11.43369,46.58686,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Ren_2003_2019.nc
IT-Ro1,2003,2019,11.93001,42.40812,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Ro1_2003_2019.nc
IT-Ro2,2003,2019,11.92093,42.39026,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Ro2_2003_2019.nc
IT-SR2,2003,2019,10.29091,43.73202,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-SR2_2003_2019.nc
IT-SRo,2003,2019,10.28444,43.72786,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-SRo_2003_2019.nc
IT-Tor,2003,2019,7.57806,45.84444,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/IT-Tor_2003_2019.nc
JP-BBY,2003,2019,141.8106972,43.32300556,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/JP-BBY_2003_2019.nc
JP-MBF,2003,2019,142.3186,44.3869,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/JP-MBF_2003_2019.nc
JP-Mse,2003,2019,140.02693,36.05393,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/JP-Mse_2003_2019.nc
JP-SMF,2003,2019,137.0788,35.2617,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/JP-SMF_2003_2019.nc
KR-CRK,2003,2019,127.2506,38.2013,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/KR-CRK_2003_2019.nc
MX-Aog,2003,2019,-108.7892,26.9968,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/MX-Aog_2003_2019.nc
MX-EMg,2003,2019,-116.6045,32.0298,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/MX-EMg_2003_2019.nc
MX-Lpa,2003,2019,-110.438,24.1292,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/MX-Lpa_2003_2019.nc
MX-Tes,2003,2019,-109.29885,27.8423,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/MX-Tes_2003_2019.nc
MY-MLM,2003,2019,111.149492,1.453575,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/MY-MLM_2003_2019.nc
MY-PSO,2003,2019,102.3062,2.973,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/MY-PSO_2003_2019.nc
NL-Hor,2003,2019,5.0713,52.24035,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/NL-Hor_2003_2019.nc
NL-Loo,2003,2019,5.74356,52.16658,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/NL-Loo_2003_2019.nc
NZ-Kop,2003,2019,175.5539,-37.3879,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/NZ-Kop_2003_2019.nc
PE-QFR,2003,2019,-73.319,-3.8344,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/PE-QFR_2003_2019.nc
PH-RiF,2003,2019,121.26526,14.14119,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/PH-RiF_2003_2019.nc
RU-Ch2,2003,2019,161.35089,68.61689,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/RU-Ch2_2003_2019.nc
RU-Che,2003,2019,161.34143,68.61304,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/RU-Che_2003_2019.nc
RU-Cok,2003,2019,147.49428,70.82914,/Volumes/work/Reference/Station/Water/Evapotranspiration/Xu_et_al2025/dataset/RU-Cok_2003_2019.nc
